"RUA";"BAIRRO";"CIDADE";"CEP";"LATITUDE";"LONGITUDE"
" Rua Joaquim Pinto Adorno";" Jardim Santa Lúcia";" Americana/SP";"13475-761";-22.733908;-47.259948
" Rua Nelson Cândido de Oliveira";" Jardim Santa Lúcia";" Americana/SP";"13475-762";-22.733192;-47.260006
" Rua Vicenzo Sardelli";" Jardim América";" Americana/SP";"13476-055";-22.749694;-47.260012
" Avenida José Cordenonsi";" São Sebastião";" Americana/SP";"13476-020";-22.751005;-47.260173
" Rua Lucia Faraone";" Jardim Santa Lúcia";" Americana/SP";"13475-760";-22.734171;-47.260385
" Rua Joraime Giordano";" Parque Residencial Tancredi";" Americana/SP";"13475-739";-22.730005;-47.2604
" Rua Shirlei Martins Dell Agnezze";" Jardim Santa Lúcia";" Americana/SP";"13475-764";-22.732678;-47.26044
" Rua Pedro Santarosa";" Jardim América";" Americana/SP";"13476-053";-22.749253;-47.260637
" Rua Quatro";" Bosque dos Ipês";" Americana/SP";"13475-711";-22.731383;-47.26076
" Rua Ottávio Tancredi";" Fazenda Santa Lúcia";" Americana/SP";"13476-210";-22.728069;-47.260821
" Rua Milton Rodrigues dos Santos";" Jardim Santa Lúcia";" Americana/SP";"13475-765";-22.731455;-47.261153
" Rua Domingos Bregantin";" Jardim América";" Americana/SP";"13476-061";-22.746486;-47.261295
" Passagem F";" Bairro da Lagoa";" Americana/SP";"13479-705";-22.761367;-47.261304
" Rua Hervé Muller";" Parque Residencial Tancredi";" Americana/SP";"13475-740";-22.729588;-47.261304
" Rua Quarenta e Um";" Parque Residencial Jaguari";" Americana/SP";"13473-697";-22.932301;-47.261305
" Rua Cinco";" Parque Residencial Tancredi";" Americana/SP";"13475-722";-22.731905;-47.261441
" Rua Luiz Braga";" Jardim América";" Americana/SP";"13476-052";-22.748648;-47.261479
" Rua Eres Belisário dos Santos";" Jardim Santa Lúcia";" Americana/SP";"13475-766";-22.730946;-47.261633
" Rua José Volpato";" Jardim América";" Americana/SP";"13476-050";-22.750732;-47.261764
" Rua Artur Zério";" Jardim Campo Belo";" Americana/SP";"13477-845";-22.753173;-47.261915
" Rua Imperador Petinax";" Jardim Imperador";" Americana/SP";"13479-819";-22.759371;-47.261915
" Rua Luiz Gonzaga Contatto";" Jardim América";" Americana/SP";"13476-051";-22.750548;-47.26195
" Rua José Domingos Chavare";" Jardim Santa Lúcia";" Americana/SP";"13475-768";-22.730322;-47.261964
" Passagem E";" Bairro da Lagoa";" Americana/SP";"13479-704";-22.762263;-47.261972
" Rua Imperador Didi Giuliano";" Jardim Imperador";" Americana/SP";"13479-798";-22.755769;-47.261981
" Rua Josué Mastrodi";" Jardim Campo Belo";" Americana/SP";"13477-841";-22.752013;-47.262085
" Rua Imperador Sétimo Servo";" Jardim Imperador";" Americana/SP";"13479-822";-22.756342;-47.262164
" Rua Professor Martinho Rubens Bellucco";" Jardim Santa Lúcia";" Americana/SP";"13475-769";-22.729945;-47.262397
" Rua Maria Aparecida de Campos Machado";" Olho DÁgua";" Americana/SP";"13476-815";-22.736899;-47.262439
" Rua Valentim Juliani";" Jardim Campo Belo";" Americana/SP";"13477-844";-22.752129;-47.262449
" Passagem D";" Bairro da Lagoa";" Americana/SP";"13479-703";-22.762969;-47.262526
" Rua Imperador Marco Aurélio";" Jardim Imperador";" Americana/SP";"13479-807";-22.758369;-47.262592
" Rua Luiz Carlos Meneghel";" Jardim Campo Belo";" Americana/SP";"13477-842";-22.752252;-47.262792
" Rua Marginal";" Jardim Santa Eliza";" Americana/SP";"13474-052";-22.75205;-47.262794
" Passagem B";" Bairro da Lagoa";" Americana/SP";"13479-701";-22.762078;-47.262869
" Rua Imperador Augusto";" Jardim Imperador";" Americana/SP";"13479-786";-22.757375;-47.263136
" Rua Imperador Constantino";" Jardim Imperador";" Americana/SP";"13479-795";-22.758574;-47.263136
" Rua Imperador Vespasiano";" Jardim Imperador";" Americana/SP";"13479-831";-22.760973;-47.263136
" Avenida Alpheu Granzotti";" Jardim Campo Belo";" Americana/SP";"13477-840";-22.752479;-47.263168
" Rua Existente Dois";" Bosque dos Ipês";" Americana/SP";"13475-715";-22.717569;-47.263715
" Rua Imperador Vitelia";" Jardim Imperador";" Americana/SP";"13479-834";-22.759971;-47.263813
" Rua Flor de Anis";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-776";-22.733621;-47.263874
" Rua Imperador Cômodo";" Jardim Imperador";" Americana/SP";"13479-792";-22.759756;-47.264133
" Rua Flor de Lótus";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-771";-22.734622;-47.264142
" Rua João Salvador";" Bosque dos Ipês";" Americana/SP";"13475-704";-22.731919;-47.264183
" Rua Flor de Lis";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-772";-22.734155;-47.264261
" Rua Imperador Galba";" Jardim Imperador";" Americana/SP";"13479-804";-22.761376;-47.264358
" Rua Fátima Cristina Pinhanelli Ribeiro";" Bosque dos Ipês";" Americana/SP";"13475-703";-22.7343;-47.26449
" Rua Fátima Cristina Pinhanelli Ribeiro";" Parque Residencial Tancredi";" Americana/SP";"13475-725";-22.734324;-47.264523
" Passagem C";" Bairro da Lagoa";" Americana/SP";"13479-702";-22.763362;-47.264545
" Rua Caetano Baldim";" Jardim Campo Belo";" Americana/SP";"13477-843";-22.751072;-47.264775
" Rua Fernandes Favaretto";" Portal dos Nobres";" Americana/SP";"13479-762";-22.765573;-47.264968
" Rua Flor dos Trevos";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-777";-22.734081;-47.265285
" Passagem A";" Bairro da Lagoa";" Americana/SP";"13479-700";-22.762973;-47.265645
" Rua Imperador Domiciliano";" Jardim Imperador";" Americana/SP";"13479-801";-22.759774;-47.265645
" Rua Imperador Tibério";" Jardim Imperador";" Americana/SP";"13479-825";-22.760575;-47.265645
" Rua Franz Hetzl";" Bosque dos Ipês";" Americana/SP";"13475-705";-22.732411;-47.265692
" Rua Franz Hetzl";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-774";-22.732305;-47.265692
" Rua Hibisco";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-773";-22.73382;-47.266177
" Rua João Baptista do Nascimento";" Portal dos Nobres";" Americana/SP";"13479-761";-22.762977;-47.26619
" Rua Imperador Nerva";" Jardim Imperador";" Americana/SP";"13479-813";-22.761975;-47.266256
" Rua Imperador Oton";" Jardim Imperador";" Americana/SP";"13479-816";-22.760776;-47.266256
" Rua Imperador Cláudio";" Jardim Imperador";" Americana/SP";"13479-789";-22.760339;-47.266289
" Rua Maria Eunice Arraes Coelho";" Portal dos Nobres";" Americana/SP";"13479-754";-22.764378;-47.2668
" Rua Antônio Luchiari";" Portal dos Nobres";" Americana/SP";"13479-763";-22.764575;-47.266866
" Rua Dama da Noite";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-775";-22.733507;-47.266906
" Rua Imperador Adriano";" Jardim Imperador";" Americana/SP";"13479-780";-22.759997;-47.266948
" Rua Cacilda Franco de Arruda Guelli";" Bosque dos Ipês";" Americana/SP";"13475-702";-22.73079;-47.266999
" Rua José Silvestre Gomes Coelho Filho";" Portal dos Nobres";" Americana/SP";"13479-753";-22.765779;-47.267411
" Rua Imperador Trajano";" Jardim Imperador";" Americana/SP";"13479-837";-22.76018;-47.267477
" Rua Imperador Nero";" Jardim Imperador";" Americana/SP";"13479-810";-22.75878;-47.267477
" Avenida Padre Constantino Gardinali";" Fazenda Santa Lúcia";" Americana/SP";"13476-202";-22.735885;-47.267692
" Rua Heitor Bover";" Portal dos Nobres";" Americana/SP";"13479-760";-22.764579;-47.268088
" Passagem G";" Bairro da Lagoa";" Americana/SP";"13479-706";-22.761331;-47.268372
" Estrada Municipal";" Parque Residencial Tancredi";" Americana/SP";"13475-730";-22.73547;-47.268439
" Rua Imperador Antonino";" Jardim Imperador";" Americana/SP";"13479-783";-22.761782;-47.268698
" Rua Imperador Tito";" Jardim Imperador";" Americana/SP";"13479-828";-22.758377;-47.268831
" Rua Joraime Giordano";" Bosque dos Ipês";" Americana/SP";"13475-700";-22.730624;-47.268838
" Acesso Arnaldo Júlio Mauerberg";" Portal dos Nobres";" Americana/SP";"13479-770";-22.764556;-47.269758
" Rua Maria Cândida Furquim Correa";" Portal dos Nobres";" Americana/SP";"13479-755";-22.765179;-47.26992
" Rua Achiles Zanaga Camargo Neves";" Fazenda Santa Lúcia";" Americana/SP";"13476-212";-22.739547;-47.270006
" Rua Três";" Iate Clube de Campinas";" Americana/SP";"13475-632";-22.729919;-47.270195
" Via de Acesso Comandante César Albuquerque Almeida";" Bairro da Lagoa";" Americana/SP";"13479-302";-22.754791;-47.270406
" Rua B";" Iate Clube de Campinas";" Americana/SP";"13475-621";-22.730805;-47.270464
" Rua Ramiro Neves";" Parque Mangueira";" Americana/SP";"13475-472";-22.704419;-47.270464
" Rua América Francisco Stefan Hortence";" Portal dos Nobres";" Americana/SP";"13479-751";-22.766781;-47.270531
" Rua D";" Iate Clube de Campinas";" Americana/SP";"13475-625";-22.730683;-47.270695
" Rua Um";" Iate Clube de Americana";" Americana/SP";"13475-170";-22.731063;-47.270784
" Rua Três";" Recanto Vista Alegre";" Americana/SP";"13474-282";-22.72958;-47.270797
" Rua Três";" Residencial Praia dos Namorados";" Americana/SP";"13474-232";-22.72958;-47.270797
" Rua C";" Iate Clube de Campinas";" Americana/SP";"13475-622";-22.730406;-47.271075
" Rua Ozório de Almeida Prado";" Portal dos Nobres";" Americana/SP";"13479-750";-22.764185;-47.271141
" Rua A";" Iate Clube de Campinas";" Americana/SP";"13475-620";-22.731203;-47.271141
" Rua José Patrício Soares";" Portal dos Nobres";" Americana/SP";"13479-752";-22.766186;-47.271141
" Rua A";" Jardim Glória";" Americana/SP";"13468-220";-22.731422;-47.271153
" Rua E";" Carioba";" Americana/SP";"13472-716";-22.730972;-47.271256
" Rua A";" Iate Clube de Americana";" Americana/SP";"13475-171";-22.731605;-47.271341
" Rua E";" Iate Clube de Campinas";" Americana/SP";"13475-623";-22.730972;-47.271589
" Rua José Taceli";" Parque Mangueira";" Americana/SP";"13475-471";-22.703622;-47.271686
" Estrada Isabela Gonçalves Ferro Santarosa";" Chácara Letônia";" Americana/SP";"13475-056";-22.745051;-47.27208
" Rua Fátima Cristina Pinhanelli Ribeiro";" Loteamento Residencial Jardim Florbela";" Americana/SP";"13475-770";-22.734324;-47.272248
" Rua C";" Loteamento Residencial Industrial João Santarosa";" Americana/SP";"13477-306";-22.730715;-47.272396
" Rua Sete";" Jardim Santana";" Americana/SP";"13478-123";-22.731979;-47.272889
" Rua Particular";" Carioba";" Americana/SP";"13472-710";-22.725018;-47.272929
" Rua Particular";" Jardim Santana";" Americana/SP";"13478-121";-22.725018;-47.272929
" Caminho Particular";" Residencial Santa Paula";" Americana/SP";"13475-750";-22.725018;-47.272929
" Rua Particular";" Vila Galo";" Americana/SP";"13466-350";-22.725018;-47.272929
" Rua Particular";" Vila Louricilda";" Americana/SP";"13469-003";-22.725018;-47.272929
" Rua Salvador Dias";" Praia dos Namorados";" Americana/SP";"13475-462";-22.705622;-47.272973
" Rua Marcelo Seleghini";" Praia dos Namorados";" Americana/SP";"13475-461";-22.704576;-47.273062
" Praça Honorino Santarosa";" Recanto Jatobá";" Americana/SP";"13475-409";-22.705622;-47.273584
" Avenida José Ferreira Coelho";" Parque Mangueira";" Americana/SP";"13475-470";-22.705132;-47.273688
" Rua José Galassi";" Praia dos Namorados";" Americana/SP";"13475-454";-22.703985;-47.273919
" Rua Vitório Pigatto";" Chácara Lucília";" Americana/SP";"13475-410";-22.708363;-47.274181
" Rua Giordano Salvador";" Chácara Lucília";" Americana/SP";"13475-411";-22.70767;-47.274537
" Rua Walter Francoso";" Praia dos Namorados";" Americana/SP";"13475-453";-22.704626;-47.27474
" Caminho Particular";" Fazendinha";" Americana/SP";"13475-110";-22.725213;-47.274806
" Rua Calimério Paes de Campos";" Chácara Lucília";" Americana/SP";"13475-412";-22.707831;-47.275206
" Avenida Circular";" Praia dos Namorados";" Americana/SP";"13475-451";-22.705028;-47.27535
" Rua João Luchiari";" Chácara Lucília";" Americana/SP";"13475-420";-22.706584;-47.275687
" Rua José Castelani";" Praia dos Namorados";" Americana/SP";"13475-452";-22.703829;-47.275961
" Rua Narciso Faggion";" Recanto Jatobá";" Americana/SP";"13475-401";-22.70983;-47.276084
" Avenida Santino Faraone";" Iate Clube de Campinas";" Americana/SP";"13475-600";-22.731295;-47.276307
" Rua Argemiro Cesarino Leite";" Praia dos Namorados";" Americana/SP";"13475-450";-22.705135;-47.276513
" Rua Antônio Corrêa";" Praia dos Namorados";" Americana/SP";"13475-455";-22.702957;-47.276525
" Rua Arthur Vaz Lima";" Recanto Jatobá";" Americana/SP";"13475-404";-22.708626;-47.276572
" Rua Agostinho Pilotto";" Recanto Jatobá";" Americana/SP";"13475-405";-22.707831;-47.277323
" Rua Oswaldo Jensen";" Balneário Riviera";" Americana/SP";"13476-793";-22.718331;-47.2777
" Rua Professor João Rodella";" Fazenda Santa Lúcia";" Americana/SP";"13476-205";-22.739546;-47.277731
" Rua Múrcia";" Jardim Bertoni";" Americana/SP";"13478-761";-22.741613;-47.277793
" Rua Wilton Rosa";" Recanto Jatobá";" Americana/SP";"13475-403";-22.709427;-47.277859
" Rua Três";" Bosque dos Ipês";" Americana/SP";"13475-713";-22.72992;-47.277869
" Rua Fortunato Nardini";" Praia dos Namorados";" Americana/SP";"13475-460";-22.704283;-47.278043
" Avenida Comendador Thomaz Fortunato";" Praia dos Namorados";" Americana/SP";"13475-459";-22.706523;-47.278244
" Rua Aldo Feola";" Recanto Jatobá";" Americana/SP";"13475-400";-22.708813;-47.278245
" Rua Granada";" Jardim Bertoni";" Americana/SP";"13478-764";-22.740615;-47.278404
" Rua Arnaldo Duarte";" Bosque dos Ipês";" Americana/SP";"13475-714";-22.707031;-47.278404
" Rua Três";" Parque Primavera";" Americana/SP";"13474-011";-22.729579;-47.278522
" Rua João Cibim";" Recanto Jatobá";" Americana/SP";"13475-402";-22.710088;-47.278768
" Rua Cádiz";" Jardim Bertoni";" Americana/SP";"13478-767";-22.740772;-47.278841
" Rua Barcelona";" Jardim Bertoni";" Americana/SP";"13478-770";-22.739617;-47.279015
" Rua Mario Atillio Seleghini";" Recanto Vista Alegre";" Americana/SP";"13474-280";-22.707132;-47.279344
" Rua José Luchesi";" Recanto Vista Alegre";" Americana/SP";"13474-290";-22.708632;-47.279626
" Rua Málaga";" Jardim Bertoni";" Americana/SP";"13478-743";-22.739818;-47.279692
" Rua Pamplona";" Jardim Bertoni";" Americana/SP";"13478-746";-22.740015;-47.279692
" Rua Córdoba";" Jardim Bertoni";" Americana/SP";"13478-773";-22.740069;-47.27979
" Rua Guido Seleghini";" Recanto Vista Alegre";" Americana/SP";"13474-281";-22.70806;-47.280023
" Rua C";" Carioba";" Americana/SP";"13472-720";-22.730714;-47.280121
" Rua Quatro";" Santa Cruz";" Americana/SP";"13477-380";-22.727834;-47.280147
" Rua Burgos";" Jardim Bertoni";" Americana/SP";"13478-776";-22.740019;-47.280237
" Rua Doze";" Iate Clube de Americana";" Americana/SP";"13475-186";-22.722225;-47.280303
" Rua Onze";" Iate Clube de Americana";" Americana/SP";"13475-185";-22.722426;-47.280913
" Rua Madrid";" Jardim Bertoni";" Americana/SP";"13478-749";-22.741818;-47.280913
" Estrada Municipal";" Riviera Tamborlim";" Americana/SP";"13475-210";-22.720939;-47.281091
" Rua Dez";" Iate Clube de Americana";" Americana/SP";"13475-184";-22.722549;-47.281305
" Rua Sete";" Iate Clube de Americana";" Americana/SP";"13475-181";-22.723413;-47.281322
" Avenida Roma";" Jardim Mirandola";" Americana/SP";"13478-860";-22.743806;-47.281368
" Rua Dez";" Residencial Praia dos Namorados";" Americana/SP";"13474-234";-22.722558;-47.281421
" Rua Seis";" Iate Clube de Americana";" Americana/SP";"13475-180";-22.723829;-47.281459
" Rua Salamanca";" Jardim Bertoni";" Americana/SP";"13478-791";-22.740622;-47.281459
" Rua Nove";" Iate Clube de Americana";" Americana/SP";"13475-183";-22.722828;-47.281524
" Rua José Müller";" Riviera Tamborlim";" Americana/SP";"13475-200";-22.720827;-47.281524
" Rua Waldemar Nogueira";" Riviera Tamborlim";" Americana/SP";"13475-211";-22.72185;-47.281982
" Rua Pedro Moro";" Recanto Vista Alegre";" Americana/SP";"13474-293";-22.708236;-47.282069
" Rua Achilino Seleghini";" Riviera Tamborlim";" Americana/SP";"13475-214";-22.720231;-47.282069
" Rua Josias Teixeira";" Vale das Paineiras";" Americana/SP";"13474-265";-22.710635;-47.282069
" Avenida Dois";" Iate Clube de Americana";" Americana/SP";"13475-160";-22.724034;-47.282111
" Estrada da Fazendinha";" Fazendinha";" Americana/SP";"13475-100";-22.727621;-47.282183
" Avenida Comendador Thomaz Fortunato";" Chácara Letônia";" Americana/SP";"13475-010";-22.715376;-47.282203
" Rua Oito";" Iate Clube de Americana";" Americana/SP";"13475-182";-22.72304;-47.282299
" Rua Oviedo";" Jardim Bertoni";" Americana/SP";"13478-785";-22.743093;-47.282344
" Rua Antonia Panaro";" Recanto Vista Alegre";" Americana/SP";"13474-294";-22.707724;-47.282433
" Avenida Três";" Iate Clube de Americana";" Americana/SP";"13475-190";-22.722573;-47.282488
" Rua Vereador Antonio Zarbim";" Recanto Vista Alegre";" Americana/SP";"13474-291";-22.707897;-47.282554
" Rua Pedro Nardo";" Riviera Tamborlim";" Americana/SP";"13475-213";-22.721133;-47.282619
" Rua Pedro Cia";" Riviera Tamborlim";" Americana/SP";"13475-215";-22.720231;-47.28268
" Rua Emília Garbo Siviero";" Vale das Paineiras";" Americana/SP";"13474-264";-22.713235;-47.28268
" Rua Toledo";" Jardim Bertoni";" Americana/SP";"13478-752";-22.742019;-47.282746
" Rua Valência";" Jardim Bertoni";" Americana/SP";"13478-779";-22.739222;-47.282746
" Rua Vigo";" Jardim Bertoni";" Americana/SP";"13478-788";-22.741021;-47.282746
" Rua Jessé Camargo";" Vale das Paineiras";" Americana/SP";"13474-263";-22.712233;-47.282746
" Rua Mérida";" Jardim Bertoni";" Americana/SP";"13478-782";-22.737481;-47.282761
" Rua Bilbao";" Jardim Bertoni";" Americana/SP";"13478-755";-22.7424;-47.282918
" Rua Elysio Bratifishe";" Remanso Azul";" Americana/SP";"13476-556";-22.732561;-47.282963
" Avenida Padre Constantino Gardinali";" Residencial Jardim Barra do Cisne I";" Americana/SP";"13475-829";-22.732558;-47.282963
" Rua Seis";" Jardim Santana";" Americana/SP";"13478-122";-22.723714;-47.283112
" Rua Raymundo Siviero";" Recanto Vista Alegre";" Americana/SP";"13474-292";-22.708019;-47.283274
" Rua Padova";" Jardim Mirandola";" Americana/SP";"13478-858";-22.744304;-47.283367
" Rua Gênova";" Jardim Mirandola";" Americana/SP";"13478-857";-22.74455;-47.283521
" Rua Lúcia Meneghel Sacilotto";" Vale das Paineiras";" Americana/SP";"13474-269";-22.714662;-47.283532
" Rua Cinco";" Iate Clube de Americana";" Americana/SP";"13475-175";-22.723993;-47.283535
" Avenida Um";" Iate Clube de Americana";" Americana/SP";"13475-150";-22.723495;-47.283609
" Rua Quatro";" Iate Clube de Americana";" Americana/SP";"13475-174";-22.724255;-47.283883
" Rua Antonio Baptista de Oliveira";" Vale das Paineiras";" Americana/SP";"13474-267";-22.71352;-47.28394
" Rua Quatro";" Recanto Vista Alegre";" Americana/SP";"13474-283";-22.724241;-47.283963
" Rua Florença";" Jardim Mirandola";" Americana/SP";"13478-852";-22.742623;-47.283968
" Rua Bolonha";" Jardim Mirandola";" Americana/SP";"13478-861";-22.743063;-47.283969
" Rua Nápolis";" Jardim Mirandola";" Americana/SP";"13478-856";-22.745014;-47.284091
" Rua Dois";" Praia dos Namorados";" Americana/SP";"13475-463";-22.725476;-47.284316
" Rua Dois";" Iate Clube de Campinas";" Americana/SP";"13475-631";-22.725476;-47.284316
" Rua Três";" Iate Clube de Americana";" Americana/SP";"13475-173";-22.724559;-47.284389
" Rua Dois";" Iate Clube de Americana";" Americana/SP";"13475-172";-22.725314;-47.284406
" Avenida João Sfriso";" Residencial Vale das Nogueiras";" Americana/SP";"13474-392";-22.705255;-47.28447
" Avenida Comendador Thomaz Fortunato";" Riviera Tamborlim";" Americana/SP";"13475-202";-22.72093;-47.284491
" Rua Luiz Urban Calligaris";" Chácara Letônia";" Americana/SP";"13475-051";-22.73183;-47.284513
" Rua Veneza";" Jardim Mirandola";" Americana/SP";"13478-851";-22.743328;-47.284576
" Avenida Parma";" Jardim Mirandola";" Americana/SP";"13478-870";-22.747022;-47.284579
" Rua Antonio Sacilotto";" Jardim Phillipson Park";" Americana/SP";"13475-317";-22.720168;-47.284586
